,userid,recipeid,comment,time
17916,6,223,"I made it and shared it with my friends, it's worth making!",2019.03.19
17917,3,224,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
17918,3,225,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17919,4,226,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17920,6,227,"I made it and shared it with my friends, it's worth making!",2019.03.19
17921,1,228,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17922,4,229,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17923,1,230,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17924,1,231,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17925,5,232,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17926,3,233,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17927,5,234,"I made it and shared it with my friends, it's worth making!",2019.04.07
17928,1,235,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17929,6,236,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17930,6,237,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17931,5,238,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17932,5,239,"I made it and shared it with my friends, it's worth making!",2022.06.17
17933,2,240,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17934,4,241,"I made it and shared it with my friends, it's worth making!",2019.04.07
17935,4,242,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17936,4,243,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17937,4,244,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17938,2,245,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17939,2,246,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17940,3,247,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17941,5,248,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
17942,3,249,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17943,1,250,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17944,3,251,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17945,3,252,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17946,3,253,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17947,2,254,"I made it and shared it with my friends, it's worth making!",2021.12.24
17948,2,255,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17949,6,256,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17950,6,257,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17951,5,258,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17952,4,259,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17953,4,260,"I made it and shared it with my friends, it's worth making!",2020.07.28
17954,2,261,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17955,5,262,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17956,1,263,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17957,1,264,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17958,6,265,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17959,4,266,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17960,1,267,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17961,4,268,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17962,2,269,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17963,6,270,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17964,3,271,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17965,2,272,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17966,4,273,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17967,5,274,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17968,5,275,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17969,6,276,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17970,5,277,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17971,1,278,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17972,2,279,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17973,4,280,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17974,1,281,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
